anuncio,campanha,veiculo,data,modalidade,objetivo,publico,investimento,impressoes,cliques,motivo,dentro_do_plano,par_com_denominador,chave_par
Marcasfilial_filial_acaocashback-janeiro_alcance_2301,Alcance,Meta Ads,2023-01-04,Acaocashback Janeiro,Alcance,N/a,79.12,10454,13,campanha fora do plano,False,False,Alcance | Meta Ads
Marcasfilial_filial_regular_novo*posicionamento*filme2_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme2,Youtube Ads,2023-07-10,Regular,Alcance,Nao Socios,682.3048,16022,101,campanha fora do plano,False,False,Novo*Posicionamento*Filme2 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme2_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme2,Youtube Ads,2023-07-11,Regular,Alcance,Nao Socios,614.2225,14112,91,campanha fora do plano,False,False,Novo*Posicionamento*Filme2 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme2_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme2,Youtube Ads,2023-07-12,Regular,Alcance,Nao Socios,684.6137,15973,98,campanha fora do plano,False,False,Novo*Posicionamento*Filme2 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme2_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme2,Youtube Ads,2023-07-13,Regular,Alcance,Nao Socios,607.3783,14043,100,campanha fora do plano,False,False,Novo*Posicionamento*Filme2 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme2_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme2,Youtube Ads,2023-07-14,Regular,Alcance,Nao Socios,153.677,3663,15,campanha fora do plano,False,False,Novo*Posicionamento*Filme2 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme2_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme2,Youtube Ads,2023-07-24,Regular,Alcance,Nao Socios,121.0206,2904,11,campanha fora do plano,False,False,Novo*Posicionamento*Filme2 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme2_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme2,Youtube Ads,2023-07-25,Regular,Alcance,Nao Socios,456.7729,7981,31,campanha fora do plano,False,False,Novo*Posicionamento*Filme2 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme3_nsocios_alcance_interesses_2306_22a30_na,Novo*Posicionamento*Filme3,Youtube Ads,2023-06-23,Regular,Alcance,Nao Socios,171.202,5568,33,campanha fora do plano,False,False,Novo*Posicionamento*Filme3 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme3_nsocios_alcance_interesses_2306_22a30_na,Novo*Posicionamento*Filme3,Youtube Ads,2023-06-24,Regular,Alcance,Nao Socios,883.5391,15137,105,campanha fora do plano,False,False,Novo*Posicionamento*Filme3 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme3_nsocios_alcance_interesses_2306_22a30_na,Novo*Posicionamento*Filme3,Youtube Ads,2023-06-25,Regular,Alcance,Nao Socios,599.4405,11329,71,campanha fora do plano,False,False,Novo*Posicionamento*Filme3 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme3_nsocios_alcance_interesses_2306_22a30_na,Novo*Posicionamento*Filme3,Youtube Ads,2023-06-26,Regular,Alcance,Nao Socios,475.478,9193,56,campanha fora do plano,False,False,Novo*Posicionamento*Filme3 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme3_nsocios_alcance_interesses_2306_22a30_na,Novo*Posicionamento*Filme3,Youtube Ads,2023-06-27,Regular,Alcance,Nao Socios,1606.7871,29075,164,campanha fora do plano,False,False,Novo*Posicionamento*Filme3 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme3_nsocios_alcance_interesses_2306_22a30_na,Novo*Posicionamento*Filme3,Youtube Ads,2023-06-28,Regular,Alcance,Nao Socios,1629.0806,35160,155,campanha fora do plano,False,False,Novo*Posicionamento*Filme3 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme3_nsocios_alcance_interesses_2306_22a30_na,Novo*Posicionamento*Filme3,Youtube Ads,2023-06-29,Regular,Alcance,Nao Socios,1632.703,35421,203,campanha fora do plano,False,False,Novo*Posicionamento*Filme3 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme3_nsocios_alcance_interesses_2306_22a30_na,Novo*Posicionamento*Filme3,Youtube Ads,2023-06-30,Regular,Alcance,Nao Socios,1642.0331,34355,163,campanha fora do plano,False,False,Novo*Posicionamento*Filme3 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme3_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme3,Youtube Ads,2023-07-03,Regular,Alcance,Nao Socios,320.3534,8512,39,campanha fora do plano,False,False,Novo*Posicionamento*Filme3 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme3_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme3,Youtube Ads,2023-07-04,Regular,Alcance,Nao Socios,1043.7014,23059,114,campanha fora do plano,False,False,Novo*Posicionamento*Filme3 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme3_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme3,Youtube Ads,2023-07-05,Regular,Alcance,Nao Socios,1041.4925,27325,136,campanha fora do plano,False,False,Novo*Posicionamento*Filme3 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme3_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme3,Youtube Ads,2023-07-06,Regular,Alcance,Nao Socios,435.5344,10341,56,campanha fora do plano,False,False,Novo*Posicionamento*Filme3 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme3_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme3,Youtube Ads,2023-07-07,Regular,Alcance,Nao Socios,109.3122,1973,12,campanha fora do plano,False,False,Novo*Posicionamento*Filme3 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme3_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme3,Youtube Ads,2023-07-08,Regular,Alcance,Nao Socios,107.4988,1997,6,campanha fora do plano,False,False,Novo*Posicionamento*Filme3 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme3_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme3,Youtube Ads,2023-07-09,Regular,Alcance,Nao Socios,54.474,1123,4,campanha fora do plano,False,False,Novo*Posicionamento*Filme3 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme3_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme3,Youtube Ads,2023-07-10,Regular,Alcance,Nao Socios,59.2042,1226,12,campanha fora do plano,False,False,Novo*Posicionamento*Filme3 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme3_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme3,Youtube Ads,2023-07-11,Regular,Alcance,Nao Socios,37.2289,755,6,campanha fora do plano,False,False,Novo*Posicionamento*Filme3 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme3_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme3,Youtube Ads,2023-07-12,Regular,Alcance,Nao Socios,51.7404,1061,6,campanha fora do plano,False,False,Novo*Posicionamento*Filme3 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme3_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme3,Youtube Ads,2023-07-13,Regular,Alcance,Nao Socios,31.987,666,2,campanha fora do plano,False,False,Novo*Posicionamento*Filme3 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme3_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme3,Youtube Ads,2023-07-14,Regular,Alcance,Nao Socios,6.7248,174,0,campanha fora do plano,False,False,Novo*Posicionamento*Filme3 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme3_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme3,Youtube Ads,2023-07-24,Regular,Alcance,Nao Socios,49.8585,979,4,campanha fora do plano,False,False,Novo*Posicionamento*Filme3 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme3_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme3,Youtube Ads,2023-07-25,Regular,Alcance,Nao Socios,39.1566,826,0,campanha fora do plano,False,False,Novo*Posicionamento*Filme3 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme4_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme4,Youtube Ads,2023-07-05,Regular,Alcance,Nao Socios,204.7816,7141,39,campanha fora do plano,False,False,Novo*Posicionamento*Filme4 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme4_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme4,Youtube Ads,2023-07-06,Regular,Alcance,Nao Socios,1108.8816,29812,158,campanha fora do plano,False,False,Novo*Posicionamento*Filme4 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme4_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme4,Youtube Ads,2023-07-07,Regular,Alcance,Nao Socios,984.7699,26859,151,campanha fora do plano,False,False,Novo*Posicionamento*Filme4 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme4_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme4,Youtube Ads,2023-07-08,Regular,Alcance,Nao Socios,1091.9608,30387,170,campanha fora do plano,False,False,Novo*Posicionamento*Filme4 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme4_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme4,Youtube Ads,2023-07-09,Regular,Alcance,Nao Socios,1114.8439,31610,192,campanha fora do plano,False,False,Novo*Posicionamento*Filme4 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme4_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme4,Youtube Ads,2023-07-10,Regular,Alcance,Nao Socios,1119.3229,30830,153,campanha fora do plano,False,False,Novo*Posicionamento*Filme4 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme4_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme4,Youtube Ads,2023-07-11,Regular,Alcance,Nao Socios,1124.1816,31045,152,campanha fora do plano,False,False,Novo*Posicionamento*Filme4 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme4_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme4,Youtube Ads,2023-07-12,Regular,Alcance,Nao Socios,1128.1523,30295,154,campanha fora do plano,False,False,Novo*Posicionamento*Filme4 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme4_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme4,Youtube Ads,2023-07-13,Regular,Alcance,Nao Socios,1126.8387,30707,128,campanha fora do plano,False,False,Novo*Posicionamento*Filme4 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme4_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme4,Youtube Ads,2023-07-14,Regular,Alcance,Nao Socios,339.4153,9048,46,campanha fora do plano,False,False,Novo*Posicionamento*Filme4 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme4_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme4,Youtube Ads,2023-07-24,Regular,Alcance,Nao Socios,878.1641,23279,119,campanha fora do plano,False,False,Novo*Posicionamento*Filme4 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme4_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme4,Youtube Ads,2023-07-25,Regular,Alcance,Nao Socios,1127.3729,23823,125,campanha fora do plano,False,False,Novo*Posicionamento*Filme4 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme5_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme5,Youtube Ads,2023-07-05,Regular,Alcance,Nao Socios,166.472,5818,31,campanha fora do plano,False,False,Novo*Posicionamento*Filme5 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme5_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme5,Youtube Ads,2023-07-06,Regular,Alcance,Nao Socios,1104.8275,29303,184,campanha fora do plano,False,False,Novo*Posicionamento*Filme5 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme5_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme5,Youtube Ads,2023-07-07,Regular,Alcance,Nao Socios,1052.204,26837,134,campanha fora do plano,False,False,Novo*Posicionamento*Filme5 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme5_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme5,Youtube Ads,2023-07-08,Regular,Alcance,Nao Socios,1063.9178,26490,140,campanha fora do plano,False,False,Novo*Posicionamento*Filme5 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme5_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme5,Youtube Ads,2023-07-09,Regular,Alcance,Nao Socios,1091.8514,27979,160,campanha fora do plano,False,False,Novo*Posicionamento*Filme5 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme5_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme5,Youtube Ads,2023-07-10,Regular,Alcance,Nao Socios,1109.0435,27873,143,campanha fora do plano,False,False,Novo*Posicionamento*Filme5 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme5_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme5,Youtube Ads,2023-07-11,Regular,Alcance,Nao Socios,1105.7292,27951,141,campanha fora do plano,False,False,Novo*Posicionamento*Filme5 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme5_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme5,Youtube Ads,2023-07-12,Regular,Alcance,Nao Socios,1103.4963,27525,148,campanha fora do plano,False,False,Novo*Posicionamento*Filme5 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme5_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme5,Youtube Ads,2023-07-13,Regular,Alcance,Nao Socios,1093.0485,27799,168,campanha fora do plano,False,False,Novo*Posicionamento*Filme5 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme5_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme5,Youtube Ads,2023-07-14,Regular,Alcance,Nao Socios,317.4277,7959,42,campanha fora do plano,False,False,Novo*Posicionamento*Filme5 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme5_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme5,Youtube Ads,2023-07-24,Regular,Alcance,Nao Socios,306.7068,8628,31,campanha fora do plano,False,False,Novo*Posicionamento*Filme5 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*filme5_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Filme5,Youtube Ads,2023-07-25,Regular,Alcance,Nao Socios,803.1766,16595,96,campanha fora do plano,False,False,Novo*Posicionamento*Filme5 | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*hero_nsocios_alcance_interesses_2306_22a30_na,Novo*Posicionamento*Hero,Youtube Ads,2023-06-22,Regular,Alcance,Nao Socios,92.571,3235,21,campanha fora do plano,False,False,Novo*Posicionamento*Hero | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*hero_nsocios_alcance_interesses_2306_22a30_na,Novo*Posicionamento*Hero,Youtube Ads,2023-06-23,Regular,Alcance,Nao Socios,708.3548,15805,115,campanha fora do plano,False,False,Novo*Posicionamento*Hero | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*hero_nsocios_alcance_interesses_2306_22a30_na,Novo*Posicionamento*Hero,Youtube Ads,2023-06-24,Regular,Alcance,Nao Socios,708.7653,12949,65,campanha fora do plano,False,False,Novo*Posicionamento*Hero | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*hero_nsocios_alcance_interesses_2306_22a30_na,Novo*Posicionamento*Hero,Youtube Ads,2023-06-25,Regular,Alcance,Nao Socios,817.4836,18645,90,campanha fora do plano,False,False,Novo*Posicionamento*Hero | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*hero_nsocios_alcance_interesses_2306_22a30_na,Novo*Posicionamento*Hero,Youtube Ads,2023-06-26,Regular,Alcance,Nao Socios,693.3616,18789,112,campanha fora do plano,False,False,Novo*Posicionamento*Hero | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*hero_nsocios_alcance_interesses_2306_22a30_na,Novo*Posicionamento*Hero,Youtube Ads,2023-06-27,Regular,Alcance,Nao Socios,682.7684,17517,76,campanha fora do plano,False,False,Novo*Posicionamento*Hero | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*hero_nsocios_alcance_interesses_2306_22a30_na,Novo*Posicionamento*Hero,Youtube Ads,2023-06-28,Regular,Alcance,Nao Socios,683.253,20966,98,campanha fora do plano,False,False,Novo*Posicionamento*Hero | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*hero_nsocios_alcance_interesses_2306_22a30_na,Novo*Posicionamento*Hero,Youtube Ads,2023-06-29,Regular,Alcance,Nao Socios,684.4837,20905,93,campanha fora do plano,False,False,Novo*Posicionamento*Hero | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*hero_nsocios_alcance_interesses_2306_22a30_na,Novo*Posicionamento*Hero,Youtube Ads,2023-06-30,Regular,Alcance,Nao Socios,688.6258,19329,68,campanha fora do plano,False,False,Novo*Posicionamento*Hero | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*hero_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Hero,Youtube Ads,2023-07-03,Regular,Alcance,Nao Socios,224.4445,7438,30,campanha fora do plano,False,False,Novo*Posicionamento*Hero | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*hero_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Hero,Youtube Ads,2023-07-04,Regular,Alcance,Nao Socios,720.1787,23382,103,campanha fora do plano,False,False,Novo*Posicionamento*Hero | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*hero_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Hero,Youtube Ads,2023-07-05,Regular,Alcance,Nao Socios,720.752,25111,104,campanha fora do plano,False,False,Novo*Posicionamento*Hero | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*hero_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Hero,Youtube Ads,2023-07-06,Regular,Alcance,Nao Socios,700.6298,19717,88,campanha fora do plano,False,False,Novo*Posicionamento*Hero | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*hero_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Hero,Youtube Ads,2023-07-07,Regular,Alcance,Nao Socios,936.761,24237,117,campanha fora do plano,False,False,Novo*Posicionamento*Hero | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*hero_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Hero,Youtube Ads,2023-07-08,Regular,Alcance,Nao Socios,821.5659,18200,113,campanha fora do plano,False,False,Novo*Posicionamento*Hero | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*hero_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Hero,Youtube Ads,2023-07-09,Regular,Alcance,Nao Socios,804.8142,23575,118,campanha fora do plano,False,False,Novo*Posicionamento*Hero | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*hero_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Hero,Youtube Ads,2023-07-10,Regular,Alcance,Nao Socios,889.8536,19110,100,campanha fora do plano,False,False,Novo*Posicionamento*Hero | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*hero_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Hero,Youtube Ads,2023-07-11,Regular,Alcance,Nao Socios,953.4284,22321,99,campanha fora do plano,False,False,Novo*Posicionamento*Hero | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*hero_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Hero,Youtube Ads,2023-07-12,Regular,Alcance,Nao Socios,692.6099,14097,56,campanha fora do plano,False,False,Novo*Posicionamento*Hero | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*hero_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Hero,Youtube Ads,2023-07-13,Regular,Alcance,Nao Socios,1287.8321,25419,117,campanha fora do plano,False,False,Novo*Posicionamento*Hero | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*hero_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Hero,Youtube Ads,2023-07-14,Regular,Alcance,Nao Socios,601.3382,12871,60,campanha fora do plano,False,False,Novo*Posicionamento*Hero | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*hero_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Hero,Youtube Ads,2023-07-15,Regular,Alcance,Nao Socios,574.7005,11704,40,campanha fora do plano,False,False,Novo*Posicionamento*Hero | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*hero_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Hero,Youtube Ads,2023-07-16,Regular,Alcance,Nao Socios,1966.6347,38365,199,campanha fora do plano,False,False,Novo*Posicionamento*Hero | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*hero_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Hero,Youtube Ads,2023-07-17,Regular,Alcance,Nao Socios,625.1624,10829,48,campanha fora do plano,False,False,Novo*Posicionamento*Hero | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*hero_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Hero,Youtube Ads,2023-07-18,Regular,Alcance,Nao Socios,547.7577,10234,31,campanha fora do plano,False,False,Novo*Posicionamento*Hero | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*hero_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Hero,Youtube Ads,2023-07-19,Regular,Alcance,Nao Socios,577.9067,11923,36,campanha fora do plano,False,False,Novo*Posicionamento*Hero | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*hero_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Hero,Youtube Ads,2023-07-20,Regular,Alcance,Nao Socios,566.5492,12143,44,campanha fora do plano,False,False,Novo*Posicionamento*Hero | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*hero_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Hero,Youtube Ads,2023-07-21,Regular,Alcance,Nao Socios,573.6666,12115,40,campanha fora do plano,False,False,Novo*Posicionamento*Hero | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*hero_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Hero,Youtube Ads,2023-07-22,Regular,Alcance,Nao Socios,520.7373,12948,39,campanha fora do plano,False,False,Novo*Posicionamento*Hero | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*hero_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Hero,Youtube Ads,2023-07-23,Regular,Alcance,Nao Socios,565.6157,10759,46,campanha fora do plano,False,False,Novo*Posicionamento*Hero | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*hero_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Hero,Youtube Ads,2023-07-24,Regular,Alcance,Nao Socios,882.9609,17814,61,campanha fora do plano,False,False,Novo*Posicionamento*Hero | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento*hero_nsocios_alcance_interesses_2307_03a31_na,Novo*Posicionamento*Hero,Youtube Ads,2023-07-25,Regular,Alcance,Nao Socios,438.7055,10154,39,campanha fora do plano,False,False,Novo*Posicionamento*Hero | Youtube Ads
Marcasfilial_filial_regular_novo*posicionamento_nsocios_alcance_interesses_2306_22a30_na,Novo*Posicionamento,Meta Ads,2023-06-22,Regular,Alcance,Nao Socios,612.9,117610,122,campanha fora do plano,False,False,Novo*Posicionamento | Meta Ads
Marcasfilial_filial_regular_novo*posicionamento_nsocios_alcance_interesses_2306_22a30_na,Novo*Posicionamento,Meta Ads,2023-06-23,Regular,Alcance,Nao Socios,1117.12,241841,297,campanha fora do plano,False,False,Novo*Posicionamento | Meta Ads
Marcasfilial_filial_regular_novo*posicionamento_nsocios_alcance_interesses_2306_22a30_na,Novo*Posicionamento,Meta Ads,2023-06-24,Regular,Alcance,Nao Socios,1476.92,229300,365,campanha fora do plano,False,False,Novo*Posicionamento | Meta Ads
Marcasfilial_filial_regular_novo*posicionamento_nsocios_alcance_interesses_2306_22a30_na,Novo*Posicionamento,Meta Ads,2023-06-25,Regular,Alcance,Nao Socios,1424.76,201764,381,campanha fora do plano,False,False,Novo*Posicionamento | Meta Ads
Marcasfilial_filial_regular_novo*posicionamento_nsocios_alcance_interesses_2306_22a30_na,Novo*Posicionamento,Meta Ads,2023-06-26,Regular,Alcance,Nao Socios,1388.66,191124,470,campanha fora do plano,False,False,Novo*Posicionamento | Meta Ads
Marcasfilial_filial_regular_novo*posicionamento_nsocios_alcance_interesses_2306_22a30_na,Novo*Posicionamento,Meta Ads,2023-06-27,Regular,Alcance,Nao Socios,1280.72,167584,524,campanha fora do plano,False,False,Novo*Posicionamento | Meta Ads
Marcasfilial_filial_regular_novo*posicionamento_nsocios_alcance_interesses_2306_22a30_na,Novo*Posicionamento,Meta Ads,2023-06-28,Regular,Alcance,Nao Socios,1282.4,151960,367,campanha fora do plano,False,False,Novo*Posicionamento | Meta Ads
Marcasfilial_filial_regular_novo*posicionamento_nsocios_alcance_interesses_2306_22a30_na,Novo*Posicionamento,Meta Ads,2023-06-29,Regular,Alcance,Nao Socios,1337.23,197169,340,campanha fora do plano,False,False,Novo*Posicionamento | Meta Ads
Marcasfilial_filial_regular_novo*posicionamento_nsocios_alcance_interesses_2306_22a30_na,Novo*Posicionamento,Meta Ads,2023-06-30,Regular,Alcance,Nao Socios,1095.29,204541,350,campanha fora do plano,False,False,Novo*Posicionamento | Meta Ads
Marcasfilial_filial_regular_novo*posicionamento_nsocios_alcance_lookalike_2307_03a31_na,Novo*Posicionamento,Meta Ads,2023-07-03,Regular,Alcance,Nao Socios,329.18,120957,144,campanha fora do plano,False,False,Novo*Posicionamento | Meta Ads
Marcasfilial_filial_regular_novo*posicionamento_nsocios_alcance_lookalike_2307_03a31_na,Novo*Posicionamento,Meta Ads,2023-07-04,Regular,Alcance,Nao Socios,289.43,87574,130,campanha fora do plano,False,False,Novo*Posicionamento | Meta Ads
Marcasfilial_filial_regular_novo*posicionamento_nsocios_alcance_lookalike_2307_03a31_na,Novo*Posicionamento,Meta Ads,2023-07-05,Regular,Alcance,Nao Socios,433.92,110080,121,campanha fora do plano,False,False,Novo*Posicionamento | Meta Ads
Marcasfilial_filial_regular_novo*posicionamento_nsocios_alcance_lookalike_2307_03a31_na,Novo*Posicionamento,Meta Ads,2023-07-06,Regular,Alcance,Nao Socios,808.27,169912,189,campanha fora do plano,False,False,Novo*Posicionamento | Meta Ads
