Base,campaign_name,Campanha,Soma de Cliques,Data,Data de Inicio,Data de Termino,Soma de Dias_Veiculacao,Soma de Impressoes,Soma de Investimento,Modalidade,Objetivo,Publico,Veiculo,linha_id,motivo
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_bauru,Mega*Fds,5,2023-04-29,,,,1351,30.27,Regular,Trafego,Socios,Youtube Ads,13492,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_bauru,Mega*Fds,11,2023-04-30,,,,1733,30.2225,Regular,Trafego,Socios,Youtube Ads,13493,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_bauru,Mega*Fds,8,2023-05-01,,,,1486,30.2016,Regular,Trafego,Socios,Youtube Ads,13494,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_blumenau,Mega*Fds,18,2023-04-27,,,,2528,38.8163,Regular,Trafego,Socios,Youtube Ads,13495,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_blumenau,Mega*Fds,10,2023-04-28,,,,1740,38.7327,Regular,Trafego,Socios,Youtube Ads,13496,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_blumenau,Mega*Fds,14,2023-04-29,,,,2347,39.5008,Regular,Trafego,Socios,Youtube Ads,13497,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_blumenau,Mega*Fds,14,2023-04-30,,,,2718,39.5986,Regular,Trafego,Socios,Youtube Ads,13498,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_blumenau,Mega*Fds,3,2023-05-01,,,,2021,39.4774,Regular,Trafego,Socios,Youtube Ads,13499,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_brasilia,Mega*Fds,53,2023-04-27,,,,8127,113.8192,Regular,Trafego,Socios,Youtube Ads,13500,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_brasilia,Mega*Fds,31,2023-04-28,,,,4778,116.6731,Regular,Trafego,Socios,Youtube Ads,13501,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_brasilia,Mega*Fds,31,2023-04-29,,,,5999,116.5289,Regular,Trafego,Socios,Youtube Ads,13502,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_brasilia,Mega*Fds,36,2023-04-30,,,,6955,116.4822,Regular,Trafego,Socios,Youtube Ads,13503,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_brasilia,Mega*Fds,23,2023-05-01,,,,5888,116.2934,Regular,Trafego,Socios,Youtube Ads,13504,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_campinas,Mega*Fds,37,2023-04-27,,,,6407,104.2061,Regular,Trafego,Socios,Youtube Ads,13505,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_campinas,Mega*Fds,36,2023-04-28,,,,4920,162.7476,Regular,Trafego,Socios,Youtube Ads,13506,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_campinas,Mega*Fds,34,2023-04-29,,,,7307,164.7474,Regular,Trafego,Socios,Youtube Ads,13507,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_campinas,Mega*Fds,54,2023-04-30,,,,8245,164.7339,Regular,Trafego,Socios,Youtube Ads,13508,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_campinas,Mega*Fds,38,2023-05-01,,,,7395,164.0895,Regular,Trafego,Socios,Youtube Ads,13509,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_campo*grande,Mega*Fds,26,2023-04-27,,,,5015,63.3027,Regular,Trafego,Socios,Youtube Ads,13510,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_campo*grande,Mega*Fds,17,2023-04-28,,,,3078,63.2916,Regular,Trafego,Socios,Youtube Ads,13511,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_campo*grande,Mega*Fds,30,2023-04-29,,,,3927,63.3839,Regular,Trafego,Socios,Youtube Ads,13512,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_campo*grande,Mega*Fds,24,2023-04-30,,,,3497,63.3896,Regular,Trafego,Socios,Youtube Ads,13513,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_campo*grande,Mega*Fds,34,2023-05-01,,,,4700,63.3129,Regular,Trafego,Socios,Youtube Ads,13514,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_caxias*do*sul,Mega*Fds,40,2023-04-27,,,,5239,49.2974,Regular,Trafego,Socios,Youtube Ads,13515,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_caxias*do*sul,Mega*Fds,20,2023-04-28,,,,3358,49.6035,Regular,Trafego,Socios,Youtube Ads,13516,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_caxias*do*sul,Mega*Fds,22,2023-04-29,,,,3832,49.549,Regular,Trafego,Socios,Youtube Ads,13517,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_caxias*do*sul,Mega*Fds,21,2023-04-30,,,,4183,49.2528,Regular,Trafego,Socios,Youtube Ads,13518,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_caxias*do*sul,Mega*Fds,18,2023-05-01,,,,3637,49.4714,Regular,Trafego,Socios,Youtube Ads,13519,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_contagem,Mega*Fds,21,2023-04-27,,,,2345,40.8301,Regular,Trafego,Socios,Youtube Ads,13520,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_contagem,Mega*Fds,11,2023-04-28,,,,1721,41.4047,Regular,Trafego,Socios,Youtube Ads,13521,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_contagem,Mega*Fds,6,2023-04-29,,,,1894,40.9633,Regular,Trafego,Socios,Youtube Ads,13522,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_contagem,Mega*Fds,15,2023-04-30,,,,2275,41.7128,Regular,Trafego,Socios,Youtube Ads,13523,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_contagem,Mega*Fds,10,2023-05-01,,,,2162,41.4825,Regular,Trafego,Socios,Youtube Ads,13524,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_curitiba,Mega*Fds,109,2023-04-27,,,,14273,253.7498,Regular,Trafego,Socios,Youtube Ads,13525,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_curitiba,Mega*Fds,51,2023-04-28,,,,11604,254.0836,Regular,Trafego,Socios,Youtube Ads,13526,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_curitiba,Mega*Fds,80,2023-04-29,,,,15842,254.4516,Regular,Trafego,Socios,Youtube Ads,13527,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_curitiba,Mega*Fds,83,2023-04-30,,,,16674,254.1514,Regular,Trafego,Socios,Youtube Ads,13528,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_curitiba,Mega*Fds,72,2023-05-01,,,,15141,253.7689,Regular,Trafego,Socios,Youtube Ads,13529,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_fortaleza,Fortaleza,22,2023-04-27,,,,3484,48.7096,Regular,Trafego,Socios,Youtube Ads,13530,data fora da janela do flight
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_fortaleza,Fortaleza,8,2023-04-28,,,,2197,48.9225,Regular,Trafego,Socios,Youtube Ads,13531,data fora da janela do flight
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_fortaleza,Fortaleza,12,2023-04-29,,,,2999,49.2608,Regular,Trafego,Socios,Youtube Ads,13532,data fora da janela do flight
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_fortaleza,Fortaleza,22,2023-04-30,,,,3670,49.4033,Regular,Trafego,Socios,Youtube Ads,13533,data fora da janela do flight
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_fortaleza,Fortaleza,14,2023-05-01,,,,3304,49.3143,Regular,Trafego,Socios,Youtube Ads,13534,data fora da janela do flight
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_goiania,Mega*Fds,18,2023-04-27,,,,2749,47.2302,Regular,Trafego,Socios,Youtube Ads,13535,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_goiania,Mega*Fds,12,2023-04-28,,,,1814,47.9065,Regular,Trafego,Socios,Youtube Ads,13536,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_goiania,Mega*Fds,13,2023-04-29,,,,2164,47.8181,Regular,Trafego,Socios,Youtube Ads,13537,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_goiania,Mega*Fds,21,2023-04-30,,,,2304,47.3431,Regular,Trafego,Socios,Youtube Ads,13538,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_goiania,Mega*Fds,8,2023-05-01,,,,2253,47.6201,Regular,Trafego,Socios,Youtube Ads,13539,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_joinville,Mega*Fds,17,2023-04-27,,,,4098,41.3089,Regular,Trafego,Socios,Youtube Ads,13540,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_joinville,Mega*Fds,18,2023-04-28,,,,2100,41.5155,Regular,Trafego,Socios,Youtube Ads,13541,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_joinville,Mega*Fds,15,2023-04-29,,,,2307,41.7868,Regular,Trafego,Socios,Youtube Ads,13542,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_joinville,Mega*Fds,11,2023-04-30,,,,2871,41.4992,Regular,Trafego,Socios,Youtube Ads,13543,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_joinville,Mega*Fds,13,2023-05-01,,,,2962,41.6158,Regular,Trafego,Socios,Youtube Ads,13544,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_maceio,Maceio,40,2023-04-27,,,,5996,89.2131,Regular,Trafego,Socios,Youtube Ads,13545,data fora da janela do flight
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_maceio,Maceio,41,2023-04-28,,,,5739,133.6542,Regular,Trafego,Socios,Youtube Ads,13546,data fora da janela do flight
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_maceio,Maceio,55,2023-04-29,,,,6492,133.7044,Regular,Trafego,Socios,Youtube Ads,13547,data fora da janela do flight
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_maceio,Maceio,37,2023-04-30,,,,7455,133.3867,Regular,Trafego,Socios,Youtube Ads,13548,data fora da janela do flight
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_maceio,Maceio,41,2023-05-01,,,,7386,132.8381,Regular,Trafego,Socios,Youtube Ads,13549,data fora da janela do flight
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_natal,Mega*Fds,28,2023-04-27,,,,4624,64.6561,Regular,Trafego,Socios,Youtube Ads,13550,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_natal,Mega*Fds,17,2023-04-28,,,,2209,66.0734,Regular,Trafego,Socios,Youtube Ads,13551,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_natal,Mega*Fds,22,2023-04-29,,,,3121,64.4694,Regular,Trafego,Socios,Youtube Ads,13552,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_natal,Mega*Fds,30,2023-04-30,,,,4073,64.5502,Regular,Trafego,Socios,Youtube Ads,13553,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_natal,Mega*Fds,26,2023-05-01,,,,4219,63.6838,Regular,Trafego,Socios,Youtube Ads,13554,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_piracicaba,Mega*Fds,35,2023-04-27,,,,3651,60.815,Regular,Trafego,Socios,Youtube Ads,13555,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_piracicaba,Mega*Fds,16,2023-04-28,,,,3001,60.6381,Regular,Trafego,Socios,Youtube Ads,13556,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_piracicaba,Mega*Fds,23,2023-04-29,,,,3618,61.7399,Regular,Trafego,Socios,Youtube Ads,13557,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_piracicaba,Mega*Fds,16,2023-04-30,,,,3696,61.7893,Regular,Trafego,Socios,Youtube Ads,13558,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_piracicaba,Mega*Fds,18,2023-05-01,,,,3670,61.6441,Regular,Trafego,Socios,Youtube Ads,13559,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_porto*alegre,Mega*Fds,22,2023-04-27,,,,1888,26.62,Regular,Trafego,Socios,Youtube Ads,13560,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_porto*alegre,Mega*Fds,4,2023-04-28,,,,1329,26.7361,Regular,Trafego,Socios,Youtube Ads,13561,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_porto*alegre,Mega*Fds,5,2023-04-29,,,,1476,26.9272,Regular,Trafego,Socios,Youtube Ads,13562,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_porto*alegre,Mega*Fds,6,2023-04-30,,,,1430,27.1074,Regular,Trafego,Socios,Youtube Ads,13563,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_porto*alegre,Mega*Fds,10,2023-05-01,,,,1620,26.3576,Regular,Trafego,Socios,Youtube Ads,13564,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_presidente*prudente,Mega*Fds,16,2023-04-27,,,,1942,28.4771,Regular,Trafego,Socios,Youtube Ads,13565,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_presidente*prudente,Mega*Fds,9,2023-04-28,,,,1226,28.5678,Regular,Trafego,Socios,Youtube Ads,13566,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_presidente*prudente,Mega*Fds,9,2023-04-29,,,,1509,28.746,Regular,Trafego,Socios,Youtube Ads,13567,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_presidente*prudente,Mega*Fds,11,2023-04-30,,,,2050,29.0285,Regular,Trafego,Socios,Youtube Ads,13568,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_presidente*prudente,Mega*Fds,14,2023-05-01,,,,1755,29.0305,Regular,Trafego,Socios,Youtube Ads,13569,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_recife,Mega*Fds,30,2023-04-27,,,,4197,67.7519,Regular,Trafego,Socios,Youtube Ads,13570,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_recife,Mega*Fds,27,2023-04-28,,,,3109,68.5993,Regular,Trafego,Socios,Youtube Ads,13571,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_recife,Mega*Fds,20,2023-04-29,,,,3663,68.5765,Regular,Trafego,Socios,Youtube Ads,13572,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_recife,Mega*Fds,19,2023-04-30,,,,4173,68.1903,Regular,Trafego,Socios,Youtube Ads,13573,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_recife,Mega*Fds,18,2023-05-01,,,,4020,68.8788,Regular,Trafego,Socios,Youtube Ads,13574,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_ribeirao*preto,Mega*Fds,15,2023-04-27,,,,3562,51.907,Regular,Trafego,Socios,Youtube Ads,13575,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_ribeirao*preto,Mega*Fds,11,2023-04-28,,,,2555,63.1306,Regular,Trafego,Socios,Youtube Ads,13576,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_ribeirao*preto,Mega*Fds,15,2023-04-29,,,,3222,62.7945,Regular,Trafego,Socios,Youtube Ads,13577,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_ribeirao*preto,Mega*Fds,17,2023-04-30,,,,3515,63.4154,Regular,Trafego,Socios,Youtube Ads,13578,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_ribeirao*preto,Mega*Fds,26,2023-05-01,,,,3588,63.3238,Regular,Trafego,Socios,Youtube Ads,13579,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_rio*de*janeiro,Mega*Fds,34,2023-04-27,,,,6148,94.2994,Regular,Trafego,Socios,Youtube Ads,13580,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_rio*de*janeiro,Mega*Fds,22,2023-04-28,,,,3629,95.4139,Regular,Trafego,Socios,Youtube Ads,13581,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_rio*de*janeiro,Mega*Fds,26,2023-04-29,,,,5256,95.424,Regular,Trafego,Socios,Youtube Ads,13582,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_rio*de*janeiro,Mega*Fds,37,2023-04-30,,,,6345,95.5692,Regular,Trafego,Socios,Youtube Ads,13583,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_rio*de*janeiro,Mega*Fds,25,2023-05-01,,,,5643,95.1684,Regular,Trafego,Socios,Youtube Ads,13584,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_salvador,Mega*Fds,36,2023-04-27,,,,6250,89.1981,Regular,Trafego,Socios,Youtube Ads,13585,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_salvador,Mega*Fds,29,2023-04-28,,,,3798,89.7256,Regular,Trafego,Socios,Youtube Ads,13586,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_salvador,Mega*Fds,36,2023-04-29,,,,5007,89.9328,Regular,Trafego,Socios,Youtube Ads,13587,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_salvador,Mega*Fds,45,2023-04-30,,,,5765,89.7256,Regular,Trafego,Socios,Youtube Ads,13588,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_salvador,Mega*Fds,31,2023-05-01,,,,5402,89.9591,Regular,Trafego,Socios,Youtube Ads,13589,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_sao*jose*do*rio*preto,Mega*Fds,14,2023-04-27,,,,2410,35.1216,Regular,Trafego,Socios,Youtube Ads,13590,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_sao*jose*do*rio*preto,Mega*Fds,7,2023-04-28,,,,1475,35.2188,Regular,Trafego,Socios,Youtube Ads,13591,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_sao*jose*do*rio*preto,Mega*Fds,10,2023-04-29,,,,2151,35.8389,Regular,Trafego,Socios,Youtube Ads,13592,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_sao*jose*do*rio*preto,Mega*Fds,18,2023-04-30,,,,2145,35.4507,Regular,Trafego,Socios,Youtube Ads,13593,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_sao*jose*do*rio*preto,Mega*Fds,17,2023-05-01,,,,2047,35.18,Regular,Trafego,Socios,Youtube Ads,13594,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_sao*jose*dos*campos,Mega*Fds,27,2023-04-27,,,,5736,101.9721,Regular,Trafego,Socios,Youtube Ads,13595,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_sao*jose*dos*campos,Mega*Fds,12,2023-04-28,,,,3941,102.3299,Regular,Trafego,Socios,Youtube Ads,13596,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_sao*jose*dos*campos,Mega*Fds,46,2023-04-29,,,,4577,103.3001,Regular,Trafego,Socios,Youtube Ads,13597,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_sao*jose*dos*campos,Mega*Fds,33,2023-04-30,,,,5390,103.2436,Regular,Trafego,Socios,Youtube Ads,13598,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_sao*jose*dos*campos,Mega*Fds,26,2023-05-01,,,,5241,102.3908,Regular,Trafego,Socios,Youtube Ads,13599,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_sao*paulo,Mega*Fds,317,2023-04-27,,,,53031,1463.8433,Regular,Trafego,Socios,Youtube Ads,13600,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_sao*paulo,Mega*Fds,355,2023-04-28,,,,57854,1465.0002,Regular,Trafego,Socios,Youtube Ads,13601,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_sao*paulo,Mega*Fds,355,2023-04-29,,,,65914,1471.4199,Regular,Trafego,Socios,Youtube Ads,13602,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_sao*paulo,Mega*Fds,395,2023-04-30,,,,70220,1472.5424,Regular,Trafego,Socios,Youtube Ads,13603,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_sao*paulo,Mega*Fds,374,2023-05-01,,,,63248,1465.8336,Regular,Trafego,Socios,Youtube Ads,13604,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_sorocaba,Mega*Fds,19,2023-04-27,,,,2859,42.7808,Regular,Trafego,Socios,Youtube Ads,13605,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_sorocaba,Mega*Fds,8,2023-04-28,,,,1637,43.2194,Regular,Trafego,Socios,Youtube Ads,13606,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_sorocaba,Mega*Fds,21,2023-04-29,,,,2273,43.819,Regular,Trafego,Socios,Youtube Ads,13607,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_sorocaba,Mega*Fds,14,2023-04-30,,,,2721,43.2346,Regular,Trafego,Socios,Youtube Ads,13608,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_sorocaba,Mega*Fds,17,2023-05-01,,,,2541,42.8986,Regular,Trafego,Socios,Youtube Ads,13609,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_teresina,Mega*Fds,15,2023-04-27,,,,3823,30.6226,Regular,Trafego,Socios,Youtube Ads,13610,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_teresina,Mega*Fds,10,2023-04-28,,,,2107,30.9194,Regular,Trafego,Socios,Youtube Ads,13611,campanha fora do plano
Realizado,Marcasfilial_filial_regular_mega*fds_socios_trafego_interesses_2304_27*04a01*05_teresina,Mega*Fds,10,2023-04-29,,,,2717,31.2203,Regular,Trafego,Socios,Youtube Ads,13612,campanha fora do plano
